Country or Area Code,Year,Elec_proportion,Area_type
1,2000,75,ALLAREA
1,2000,61,RURAL
1,2000,90,URBAN
1,2001,61,RURAL
1,2001,90,URBAN
1,2001,75,ALLAREA
1,2002,91,URBAN
1,2002,77,ALLAREA
1,2002,64,RURAL
1,2003,64,RURAL
1,2003,91,URBAN
1,2003,77,ALLAREA
1,2004,64,RURAL
1,2004,91,URBAN
1,2004,77,ALLAREA
1,2005,78,ALLAREA
1,2005,92,URBAN
1,2005,65,RURAL
1,2006,92,URBAN
1,2006,66,RURAL
1,2006,79,ALLAREA
1,2007,68,RURAL
1,2007,93,URBAN
1,2007,80,ALLAREA
1,2008,68,RURAL
1,2008,93,URBAN
1,2008,81,ALLAREA
1,2009,94,URBAN
1,2009,82,ALLAREA
1,2009,69,RURAL
1,2010,70,RURAL
1,2010,96,URBAN
1,2010,83,ALLAREA
1,2011,96,URBAN
1,2011,82,ALLAREA
1,2011,67,RURAL
1,2012,72,RURAL
1,2012,96,URBAN
1,2012,85,ALLAREA
1,2013,72,RURAL
1,2013,96,URBAN
1,2013,85,ALLAREA
1,2014,96,URBAN
1,2014,86,ALLAREA
1,2014,73,RURAL
1,2015,75,RURAL
1,2015,87,ALLAREA
1,2015,96,URBAN
1,2016,97,URBAN
1,2016,88,ALLAREA
1,2016,77,RURAL
1,2017,78,RURAL
1,2017,97,URBAN
1,2017,89,ALLAREA
1,2018,89,ALLAREA
1,2018,97,URBAN
1,2018,80,RURAL
1,2019,81,RURAL
1,2019,97,URBAN
1,2019,90,ALLAREA
4,2005,7,RURAL
4,2005,74,URBAN
4,2005,22,ALLAREA
4,2006,13,RURAL
4,2006,80,URBAN
4,2006,28,ALLAREA
4,2007,20,RURAL
4,2007,82,URBAN
4,2007,34,ALLAREA
4,2008,28,RURAL
4,2008,90,URBAN
4,2008,42,ALLAREA
4,2009,85,URBAN
4,2009,46,ALLAREA
4,2009,33,RURAL
4,2010,43,ALLAREA
4,2010,30,RURAL
4,2010,83,URBAN
4,2011,30,RURAL
4,2011,87,URBAN
4,2011,43,ALLAREA
4,2012,61,RURAL
4,2012,95,URBAN
4,2012,69,ALLAREA
4,2013,61,RURAL
4,2013,93,URBAN
4,2013,69,ALLAREA
4,2014,87,RURAL
4,2014,99,URBAN
4,2014,90,ALLAREA
4,2015,93,URBAN
4,2015,65,RURAL
4,2015,72,ALLAREA
4,2016,97,RURAL
4,2016,98,ALLAREA
4,2016,100,URBAN
4,2017,100,URBAN
4,2017,98,ALLAREA
4,2017,97,RURAL
4,2018,98,RURAL
4,2018,100,URBAN
4,2018,99,ALLAREA
4,2019,97,RURAL
4,2019,100,URBAN
4,2019,98,ALLAREA
5,2000,70,RURAL
5,2000,99,URBAN
5,2000,93,ALLAREA
5,2001,94,ALLAREA
5,2001,76,RURAL
5,2001,98,URBAN
5,2002,94,ALLAREA
5,2002,76,RURAL
5,2002,98,URBAN
5,2003,94,ALLAREA
5,2003,76,RURAL
5,2003,99,URBAN
5,2004,77,RURAL
5,2004,99,URBAN
5,2004,95,ALLAREA
5,2005,95,ALLAREA
5,2005,78,RURAL
5,2005,99,URBAN
5,2006,96,ALLAREA
5,2006,81,RURAL
5,2006,99,URBAN
5,2007,96,ALLAREA
5,2007,99,URBAN
5,2007,83,RURAL
5,2008,99,URBAN
5,2008,97,ALLAREA
5,2008,85,RURAL
5,2009,97,ALLAREA
5,2009,86,RURAL
5,2009,99,URBAN
5,2010,100,URBAN
5,2010,98,ALLAREA
5,2010,89,RURAL
5,2011,100,URBAN
5,2011,89,RURAL
5,2011,98,ALLAREA
5,2012,98,ALLAREA
5,2012,100,URBAN
5,2012,91,RURAL
5,2013,98,ALLAREA
5,2013,100,URBAN
5,2013,92,RURAL
5,2014,100,URBAN
5,2014,99,ALLAREA
5,2014,93,RURAL
5,2015,99,ALLAREA
5,2015,100,URBAN
5,2015,94,RURAL
5,2016,99,ALLAREA
5,2016,100,URBAN
5,2016,94,RURAL
5,2017,99,ALLAREA
5,2017,100,URBAN
5,2017,95,RURAL
5,2018,99,ALLAREA
5,2018,100,URBAN
5,2018,95,RURAL
5,2019,100,ALLAREA
5,2019,100,URBAN
5,2019,98,RURAL
8,2000,100,RURAL
8,2000,100,URBAN
8,2000,100,ALLAREA
8,2001,100,URBAN
8,2001,100,ALLAREA
8,2001,100,RURAL
8,2002,100,RURAL
8,2002,100,URBAN
8,2002,100,ALLAREA
8,2003,100,RURAL
8,2003,100,URBAN
8,2003,100,ALLAREA
8,2004,100,RURAL
8,2004,100,URBAN
8,2004,100,ALLAREA
8,2005,100,RURAL
8,2005,100,ALLAREA
8,2005,100,URBAN
8,2006,100,RURAL
8,2006,100,URBAN
8,2006,100,ALLAREA
8,2007,100,RURAL
8,2007,100,URBAN
8,2007,100,ALLAREA
8,2008,100,ALLAREA
8,2008,100,URBAN
8,2008,100,RURAL
8,2009,100,RURAL
8,2009,100,URBAN
8,2009,100,ALLAREA
8,2010,100,ALLAREA
8,2010,100,RURAL
8,2010,100,URBAN
8,2011,100,RURAL
8,2011,100,URBAN
8,2011,100,ALLAREA
8,2012,100,RURAL
8,2012,100,URBAN
8,2012,100,ALLAREA
8,2013,100,URBAN
8,2013,100,ALLAREA
8,2013,100,RURAL
8,2014,100,URBAN
8,2014,100,RURAL
8,2014,100,ALLAREA
8,2015,100,ALLAREA
8,2015,100,RURAL
8,2015,100,URBAN
8,2016,100,RURAL
8,2016,100,URBAN
8,2016,100,ALLAREA
8,2017,100,RURAL
8,2017,100,URBAN
8,2017,100,ALLAREA
8,2018,100,URBAN
8,2018,100,ALLAREA
8,2018,100,RURAL
8,2019,100,RURAL
8,2019,100,URBAN
8,2019,100,ALLAREA
9,2000,80,ALLAREA
9,2000,98,URBAN
9,2000,42,RURAL
9,2001,80,ALLAREA
9,2001,98,URBAN
9,2001,43,RURAL
9,2002,81,ALLAREA
9,2002,98,URBAN
9,2002,44,RURAL
9,2003,46,RURAL
9,2003,98,URBAN
9,2003,81,ALLAREA
9,2004,81,ALLAREA
9,2004,98,URBAN
9,2004,47,RURAL
9,2005,82,ALLAREA
9,2005,48,RURAL
9,2005,98,URBAN
9,2006,81,ALLAREA
9,2006,98,URBAN
9,2006,44,RURAL
9,2007,83,ALLAREA
9,2007,50,RURAL
9,2007,98,URBAN
9,2008,83,ALLAREA
9,2008,98,URBAN
9,2008,51,RURAL
9,2009,81,ALLAREA
9,2009,46,RURAL
9,2009,98,URBAN
9,2010,48,RURAL
9,2010,82,ALLAREA
9,2010,98,URBAN
9,2011,98,URBAN
9,2011,84,ALLAREA
9,2011,55,RURAL
9,2012,85,ALLAREA
9,2012,56,RURAL
9,2012,99,URBAN
9,2013,85,ALLAREA
9,2013,99,URBAN
9,2013,57,RURAL
9,2014,86,ALLAREA
9,2014,99,URBAN
9,2014,60,RURAL
9,2015,87,ALLAREA
9,2015,99,URBAN
9,2015,63,RURAL
9,2016,99,URBAN
9,2016,88,ALLAREA
9,2016,66,RURAL
9,2017,89,ALLAREA
9,2017,70,RURAL
9,2017,99,URBAN
9,2018,91,ALLAREA
9,2018,99,URBAN
9,2018,73,RURAL
9,2019,76,RURAL
9,2019,92,ALLAREA
9,2019,99,URBAN
11,2000,16,RURAL
11,2000,35,ALLAREA
11,2000,72,URBAN
11,2001,72,URBAN
11,2001,36,ALLAREA
11,2001,16,RURAL
11,2002,37,ALLAREA
11,2002,17,RURAL
11,2002,73,URBAN
11,2003,74,URBAN
11,2003,41,ALLAREA
11,2003,23,RURAL
11,2004,39,ALLAREA
11,2004,74,URBAN
11,2004,18,RURAL
11,2005,75,URBAN
11,2005,39,ALLAREA
11,2005,17,RURAL
11,2006,19,RURAL
11,2006,76,URBAN
11,2006,41,ALLAREA
11,2007,20,RURAL
11,2007,78,URBAN
11,2007,43,ALLAREA
11,2008,44,ALLAREA
11,2008,78,URBAN
11,2008,21,RURAL
11,2009,21,RURAL
11,2009,44,ALLAREA
11,2009,77,URBAN
11,2010,43,ALLAREA
11,2010,75,URBAN
11,2010,21,RURAL
11,2011,24,RURAL
11,2011,81,URBAN
11,2011,48,ALLAREA
11,2012,46,ALLAREA
11,2012,20,RURAL
11,2012,80,URBAN
11,2013,25,RURAL
11,2013,49,ALLAREA
11,2013,80,URBAN
11,2014,49,ALLAREA
11,2014,81,URBAN
11,2014,25,RURAL
11,2015,48,ALLAREA
11,2015,79,URBAN
11,2015,23,RURAL
11,2016,83,URBAN
11,2016,53,ALLAREA
11,2016,28,RURAL
11,2017,50,ALLAREA
11,2017,22,RURAL
11,2017,84,URBAN
11,2018,53,ALLAREA
11,2018,81,URBAN
11,2018,29,RURAL
11,2019,26,RURAL
11,2019,53,ALLAREA
11,2019,84,URBAN
12,2008,100,URBAN
12,2008,98,RURAL
12,2008,99,ALLAREA
12,2009,97,RURAL
12,2009,99,ALLAREA
12,2009,100,URBAN
12,2010,99,ALLAREA
12,2010,97,RURAL
12,2010,100,URBAN
12,2011,97,RURAL
12,2011,100,URBAN
12,2011,99,ALLAREA
12,2012,98,RURAL
12,2012,99,URBAN
12,2012,99,ALLAREA
12,2013,100,URBAN
12,2013,99,ALLAREA
12,2013,97,RURAL
12,2014,100,URBAN
12,2014,99,ALLAREA
12,2014,98,RURAL
12,2015,99,ALLAREA
12,2015,98,RURAL
12,2015,100,URBAN
12,2016,98,RURAL
12,2016,100,URBAN
12,2016,99,ALLAREA
12,2017,100,ALLAREA
12,2017,100,URBAN
12,2017,99,RURAL
12,2018,100,URBAN
12,2018,99,RURAL
12,2018,100,ALLAREA
12,2019,99,RURAL
12,2019,100,URBAN
12,2019,100,ALLAREA
13,2000,92,ALLAREA
13,2000,79,RURAL
13,2000,99,URBAN
13,2001,92,ALLAREA
13,2001,98,URBAN
13,2001,77,RURAL
13,2002,99,URBAN
13,2002,93,ALLAREA
13,2002,79,RURAL
13,2003,93,ALLAREA
13,2003,79,RURAL
13,2003,99,URBAN
13,2004,93,ALLAREA
13,2004,99,URBAN
13,2004,81,RURAL
13,2005,94,ALLAREA
13,2005,82,RURAL
13,2005,99,URBAN
13,2006,95,ALLAREA
13,2006,84,RURAL
13,2006,99,URBAN
13,2007,94,ALLAREA
13,2007,99,URBAN
13,2007,82,RURAL
13,2008,99,URBAN
13,2008,95,ALLAREA
13,2008,84,RURAL
13,2009,95,ALLAREA
13,2009,99,URBAN
13,2009,84,RURAL
13,2010,86,RURAL
13,2010,99,URBAN
13,2010,96,ALLAREA
13,2011,96,ALLAREA
13,2011,99,URBAN
13,2011,86,RURAL
13,2012,87,RURAL
13,2012,99,URBAN
13,2012,96,ALLAREA
13,2013,96,ALLAREA
13,2013,99,URBAN
13,2013,89,RURAL
13,2014,99,URBAN
13,2014,96,ALLAREA
13,2014,89,RURAL
13,2015,97,ALLAREA
13,2015,99,URBAN
13,2015,91,RURAL
13,2016,99,URBAN
13,2016,98,ALLAREA
13,2016,92,RURAL
13,2017,98,ALLAREA
13,2017,100,URBAN
13,2017,93,RURAL
13,2018,98,ALLAREA
13,2018,93,RURAL
13,2018,100,URBAN
13,2019,100,URBAN
13,2019,95,RURAL
13,2019,99,ALLAREA
14,2000,3,RURAL
14,2000,48,URBAN
14,2000,12,ALLAREA
14,2001,16,ALLAREA
14,2001,48,URBAN
14,2001,7,RURAL
14,2002,8,RURAL
14,2002,51,URBAN
14,2002,17,ALLAREA
14,2003,52,URBAN
14,2003,18,ALLAREA
14,2003,8,RURAL
14,2004,9,RURAL
14,2004,19,ALLAREA
14,2004,53,URBAN
14,2005,55,URBAN
14,2005,15,ALLAREA
14,2005,4,RURAL
14,2006,10,RURAL
14,2006,56,URBAN
14,2006,20,ALLAREA
14,2007,57,URBAN
14,2007,34,ALLAREA
14,2007,28,RURAL
14,2008,57,URBAN
14,2008,22,ALLAREA
14,2008,11,RURAL
14,2009,60,URBAN
14,2009,21,ALLAREA
14,2009,10,RURAL
14,2010,57,URBAN
14,2010,21,ALLAREA
14,2010,10,RURAL
14,2011,61,URBAN
14,2011,21,ALLAREA
14,2011,9,RURAL
14,2012,14,RURAL
14,2012,65,URBAN
14,2012,26,ALLAREA
14,2013,65,URBAN
14,2013,26,ALLAREA
14,2013,13,RURAL
14,2014,11,RURAL
14,2014,67,URBAN
14,2014,25,ALLAREA
14,2015,68,URBAN
14,2015,27,ALLAREA
14,2015,12,RURAL
14,2016,71,URBAN
14,2016,35,ALLAREA
14,2016,21,RURAL
14,2017,22,RURAL
14,2017,74,URBAN
14,2017,36,ALLAREA
14,2018,26,RURAL
14,2018,77,URBAN
14,2018,39,ALLAREA
14,2019,42,ALLAREA
14,2019,78,URBAN
14,2019,27,RURAL
15,2000,63,ALLAREA
15,2000,73,URBAN
15,2000,54,RURAL
15,2001,72,URBAN
15,2001,65,ALLAREA
15,2001,58,RURAL
15,2002,59,RURAL
15,2002,72,URBAN
15,2002,65,ALLAREA
15,2003,72,URBAN
15,2003,66,ALLAREA
15,2003,60,RURAL
15,2004,61,RURAL
15,2004,66,ALLAREA
15,2004,72,URBAN
15,2005,62,RURAL
15,2005,67,ALLAREA
15,2005,72,URBAN
15,2006,70,ALLAREA
15,2006,67,RURAL
15,2006,73,URBAN
15,2007,72,URBAN
15,2007,67,ALLAREA
15,2007,62,RURAL
15,2008,96,URBAN
15,2008,86,ALLAREA
15,2008,76,RURAL
15,2009,94,URBAN
15,2009,84,ALLAREA
15,2009,74,RURAL
15,2010,96,URBAN
15,2010,87,ALLAREA
15,2010,78,RURAL
15,2011,79,RURAL
15,2011,88,ALLAREA
15,2011,96,URBAN
15,2012,88,ALLAREA
15,2012,96,URBAN
15,2012,79,RURAL
15,2013,97,URBAN
15,2013,89,ALLAREA
15,2013,81,RURAL
15,2014,96,URBAN
15,2014,88,ALLAREA
15,2014,80,RURAL
15,2015,97,URBAN
15,2015,89,ALLAREA
15,2015,81,RURAL
15,2016,82,RURAL
15,2016,97,URBAN
15,2016,90,ALLAREA
15,2017,90,ALLAREA
15,2017,83,RURAL
15,2017,98,URBAN
15,2018,90,ALLAREA
15,2018,83,RURAL
15,2018,98,URBAN
15,2019,84,RURAL
15,2019,98,URBAN
15,2019,91,ALLAREA
17,2000,2,RURAL
17,2000,29,URBAN
17,2000,12,ALLAREA
17,2001,4,RURAL
17,2001,37,URBAN
17,2001,16,ALLAREA
17,2002,17,ALLAREA
17,2002,41,URBAN
17,2002,3,RURAL
17,2003,42,URBAN
17,2003,18,ALLAREA
17,2003,4,RURAL
17,2004,5,RURAL
17,2004,19,ALLAREA
17,2004,43,URBAN
17,2005,4,RURAL
17,2005,47,URBAN
17,2005,19,ALLAREA
17,2006,22,ALLAREA
17,2006,47,URBAN
17,2006,7,RURAL
17,2007,6,RURAL
17,2007,55,URBAN
17,2007,26,ALLAREA
17,2008,24,ALLAREA
17,2008,52,URBAN
17,2008,5,RURAL
17,2009,52,URBAN
17,2009,7,RURAL
17,2009,25,ALLAREA
17,2010,25,ALLAREA
17,2010,57,URBAN
17,2010,5,RURAL
17,2011,61,URBAN
17,2011,27,ALLAREA
17,2011,8,RURAL
17,2012,60,URBAN
17,2012,29,ALLAREA
17,2012,8,RURAL
17,2013,60,URBAN
17,2013,30,ALLAREA
17,2013,9,RURAL
17,2014,56,URBAN
17,2014,28,ALLAREA
17,2014,9,RURAL
17,2015,12,RURAL
17,2015,57,URBAN
17,2015,32,ALLAREA
17,2016,59,URBAN
17,2016,34,ALLAREA
17,2016,13,RURAL
17,2017,15,RURAL
17,2017,60,URBAN
17,2017,36,ALLAREA
17,2018,59,URBAN
17,2018,37,ALLAREA
17,2018,16,RURAL
17,2019,15,RURAL
17,2019,62,URBAN
17,2019,37,ALLAREA
18,2000,82,URBAN
18,2000,46,RURAL
18,2000,65,ALLAREA
18,2001,64,ALLAREA
18,2001,83,URBAN
18,2001,42,RURAL
18,2002,70,ALLAREA
18,2002,83,URBAN
18,2002,54,RURAL
18,2003,72,ALLAREA
18,2003,85,URBAN
18,2003,56,RURAL
18,2004,74,ALLAREA
18,2004,83,URBAN
18,2004,63,RURAL
18,2005,74,ALLAREA
18,2005,84,URBAN
18,2005,63,RURAL
18,2006,75,ALLAREA
18,2006,84,URBAN
18,2006,62,RURAL
18,2007,84,URBAN
18,2007,65,RURAL
18,2007,76,ALLAREA
18,2008,76,ALLAREA
18,2008,84,URBAN
18,2008,65,RURAL
18,2009,77,ALLAREA
18,2009,85,URBAN
18,2009,66,RURAL
18,2010,78,ALLAREA
18,2010,85,URBAN
18,2010,67,RURAL
18,2011,78,ALLAREA
18,2011,85,URBAN
18,2011,68,RURAL
18,2012,80,ALLAREA
18,2012,86,URBAN
18,2012,72,RURAL
18,2013,80,ALLAREA
18,2013,86,URBAN
18,2013,72,RURAL
18,2014,81,ALLAREA
18,2014,86,URBAN
18,2014,74,RURAL
18,2015,81,ALLAREA
18,2015,86,URBAN
18,2015,73,RURAL
18,2016,80,ALLAREA
18,2016,86,URBAN
18,2016,70,RURAL
18,2017,81,ALLAREA
18,2017,87,URBAN
18,2017,70,RURAL
18,2018,82,ALLAREA
18,2018,87,URBAN
18,2018,72,RURAL
18,2019,72,RURAL
18,2019,82,ALLAREA
18,2019,87,URBAN
20,2000,100,URBAN
20,2000,100,ALLAREA
20,2000,100,RURAL
20,2001,100,ALLAREA
20,2001,100,URBAN
20,2001,100,RURAL
20,2002,100,RURAL
20,2002,100,URBAN
20,2002,100,ALLAREA
20,2003,100,RURAL
20,2003,100,URBAN
20,2003,100,ALLAREA
20,2004,100,RURAL
20,2004,100,URBAN
20,2004,100,ALLAREA
20,2005,100,RURAL
20,2005,100,URBAN
20,2005,100,ALLAREA
20,2006,100,RURAL
20,2006,100,URBAN
20,2006,100,ALLAREA
20,2007,100,RURAL
20,2007,100,URBAN
20,2007,100,ALLAREA
20,2008,100,ALLAREA
20,2008,100,RURAL
20,2008,100,URBAN
20,2009,100,RURAL
20,2009,100,URBAN
20,2009,100,ALLAREA
20,2010,100,RURAL
20,2010,100,URBAN
20,2010,100,ALLAREA
20,2011,100,RURAL
20,2011,100,URBAN
20,2011,100,ALLAREA
20,2012,100,RURAL
20,2012,100,URBAN
20,2012,100,ALLAREA
20,2013,100,ALLAREA
20,2013,100,URBAN
20,2013,100,RURAL
20,2014,100,RURAL
20,2014,100,ALLAREA
20,2014,100,URBAN
20,2015,100,URBAN
20,2015,100,ALLAREA
20,2015,100,RURAL
20,2016,100,ALLAREA
20,2016,100,RURAL
20,2016,100,URBAN
20,2017,100,URBAN
20,2017,100,ALLAREA
20,2017,100,RURAL
20,2018,100,ALLAREA
20,2018,100,RURAL
20,2018,100,URBAN
20,2019,100,URBAN
20,2019,100,ALLAREA
20,2019,100,RURAL
21,2000,100,ALLAREA
21,2000,100,URBAN
21,2000,100,RURAL
21,2001,100,ALLAREA
21,2001,100,URBAN
21,2001,100,RURAL
21,2002,100,ALLAREA
21,2002,100,URBAN
21,2002,100,RURAL
21,2003,100,RURAL
21,2003,100,URBAN
21,2003,100,ALLAREA
21,2004,100,ALLAREA
21,2004,100,URBAN
21,2004,100,RURAL
21,2005,100,ALLAREA
21,2005,100,URBAN
21,2005,100,RURAL
21,2006,100,ALLAREA
21,2006,100,URBAN
21,2006,100,RURAL
21,2007,100,ALLAREA
21,2007,100,URBAN
21,2007,100,RURAL
21,2008,100,URBAN
21,2008,100,RURAL
21,2008,100,ALLAREA
21,2009,100,URBAN
21,2009,100,RURAL
21,2009,100,ALLAREA
21,2010,100,URBAN
21,2010,100,RURAL
21,2010,100,ALLAREA
21,2011,100,ALLAREA
21,2011,100,URBAN
21,2011,100,RURAL
21,2012,100,ALLAREA
21,2012,100,RURAL
21,2012,100,URBAN
21,2013,100,ALLAREA
21,2013,100,RURAL
21,2013,100,URBAN
21,2014,100,RURAL
21,2014,100,URBAN
21,2014,100,ALLAREA
21,2015,100,RURAL
21,2015,100,ALLAREA
21,2015,100,URBAN
21,2016,100,ALLAREA
21,2016,100,URBAN
21,2016,100,RURAL
21,2017,100,ALLAREA
21,2017,100,URBAN
21,2017,100,RURAL
21,2018,100,ALLAREA
21,2018,100,URBAN
21,2018,100,RURAL
21,2019,100,RURAL
21,2019,100,ALLAREA
21,2019,100,URBAN
24,2001,9,RURAL
24,2001,30,URBAN
24,2001,20,ALLAREA
24,2002,48,URBAN
24,2002,26,ALLAREA
24,2002,3,RURAL
24,2003,3,RURAL
24,2003,49,URBAN
24,2003,27,ALLAREA
24,2004,29,ALLAREA
24,2004,2,RURAL
24,2004,50,URBAN
24,2005,1,RURAL
24,2005,52,URBAN
24,2005,30,ALLAREA
24,2006,1,RURAL
24,2006,53,URBAN
24,2006,31,ALLAREA
24,2007,38,ALLAREA
24,2007,66,URBAN
24,2008,38,ALLAREA
24,2008,7,RURAL
24,2008,61,URBAN
24,2009,58,URBAN
24,2009,34,ALLAREA
24,2010,74,URBAN
24,2010,35,ALLAREA
24,2011,83,URBAN
24,2011,35,ALLAREA
24,2012,71,URBAN
24,2012,37,ALLAREA
24,2013,69,URBAN
24,2013,38,ALLAREA
24,2014,51,URBAN
24,2014,32,ALLAREA
24,2015,42,ALLAREA
24,2015,64,URBAN
24,2015,4,RURAL
24,2016,42,ALLAREA
24,2016,68,URBAN
24,2017,43,ALLAREA
24,2017,69,URBAN
24,2018,7,RURAL
24,2018,65,URBAN
24,2018,45,ALLAREA
24,2019,46,ALLAREA
24,2019,72,URBAN
28,2000,96,RURAL
28,2000,100,URBAN
28,2000,97,ALLAREA
28,2001,96,RURAL
28,2001,100,URBAN
28,2001,98,ALLAREA
28,2002,100,ALLAREA
28,2002,100,RURAL
28,2002,100,URBAN
28,2003,100,URBAN
28,2003,98,ALLAREA
28,2003,97,RURAL
28,2004,97,RURAL
28,2004,100,URBAN
28,2004,98,ALLAREA
28,2005,100,RURAL
28,2005,100,URBAN
28,2005,92,ALLAREA
28,2006,100,URBAN
28,2006,100,ALLAREA
28,2006,100,RURAL
28,2007,100,RURAL
28,2007,100,URBAN
28,2007,100,ALLAREA
28,2008,100,ALLAREA
28,2008,100,URBAN
28,2008,100,RURAL
28,2009,98,ALLAREA
28,2009,100,URBAN
28,2009,98,RURAL
28,2010,98,RURAL
28,2010,100,URBAN
28,2010,99,ALLAREA
28,2011,100,URBAN
28,2011,95,ALLAREA
28,2011,93,RURAL
28,2012,100,RURAL
28,2012,100,URBAN
28,2012,100,ALLAREA
28,2013,100,URBAN
28,2013,100,RURAL
28,2013,100,ALLAREA
28,2014,100,URBAN
28,2014,100,ALLAREA
28,2014,100,RURAL
28,2015,100,ALLAREA
28,2015,100,URBAN
28,2015,100,RURAL
28,2016,100,RURAL
28,2016,100,URBAN
28,2016,100,ALLAREA
28,2017,100,RURAL
28,2017,100,URBAN
28,2017,100,ALLAREA
28,2018,100,RURAL
28,2018,100,URBAN
28,2018,100,ALLAREA
28,2019,100,RURAL
28,2019,100,URBAN
28,2019,100,ALLAREA
29,2000,96,URBAN
29,2000,80,ALLAREA
29,2000,52,RURAL
29,2001,93,URBAN
29,2001,80,ALLAREA
29,2001,56,RURAL
29,2002,94,URBAN
29,2002,80,ALLAREA
29,2002,54,RURAL
29,2003,91,URBAN
29,2003,79,ALLAREA
29,2003,59,RURAL
29,2004,80,ALLAREA
29,2004,55,RURAL
29,2004,93,URBAN
29,2005,55,RURAL
29,2005,93,URBAN
29,2005,80,ALLAREA
29,2006,93,URBAN
29,2006,80,ALLAREA
29,2006,55,RURAL
29,2007,58,RURAL
29,2007,94,URBAN
29,2007,82,ALLAREA
29,2008,94,URBAN
29,2008,83,ALLAREA
29,2008,58,RURAL
29,2009,83,ALLAREA
29,2009,58,RURAL
29,2009,94,URBAN
29,2010,94,URBAN
29,2010,83,ALLAREA
29,2010,58,RURAL
29,2011,94,URBAN
29,2011,83,ALLAREA
29,2011,57,RURAL
29,2012,94,URBAN
29,2012,83,ALLAREA
29,2012,57,RURAL
29,2013,83,ALLAREA
29,2013,57,RURAL
29,2013,94,URBAN
29,2014,95,URBAN
29,2014,83,ALLAREA
29,2014,57,RURAL
29,2015,84,ALLAREA
29,2015,57,RURAL
29,2015,95,URBAN
29,2016,57,RURAL
29,2016,95,URBAN
29,2016,84,ALLAREA
29,2017,59,RURAL
29,2017,95,URBAN
29,2017,85,ALLAREA
29,2018,59,RURAL
29,2018,85,ALLAREA
29,2018,95,URBAN
29,2019,86,ALLAREA
29,2019,60,RURAL
29,2019,95,URBAN
30,2000,96,ALLAREA
30,2000,94,RURAL
30,2000,98,URBAN
30,2001,98,URBAN
30,2001,96,ALLAREA
30,2001,95,RURAL
30,2002,96,ALLAREA
30,2002,98,URBAN
30,2002,95,RURAL
30,2003,98,URBAN
30,2003,96,ALLAREA
30,2003,95,RURAL
30,2004,97,ALLAREA
30,2004,98,URBAN
30,2004,96,RURAL
30,2005,97,ALLAREA
30,2005,96,RURAL
30,2005,98,URBAN
30,2006,98,URBAN
30,2006,97,ALLAREA
30,2006,96,RURAL
30,2007,97,ALLAREA
30,2007,96,RURAL
30,2007,98,URBAN
30,2008,97,ALLAREA
30,2008,98,URBAN
30,2008,97,RURAL
30,2009,97,RURAL
30,2009,99,URBAN
30,2009,98,ALLAREA
30,2010,99,URBAN
30,2010,99,ALLAREA
30,2010,98,RURAL
30,2011,99,RURAL
30,2011,99,URBAN
30,2011,99,ALLAREA
30,2012,99,RURAL
30,2012,99,URBAN
30,2012,99,ALLAREA
30,2013,99,RURAL
30,2013,99,URBAN
30,2013,99,ALLAREA
30,2014,99,URBAN
30,2014,99,RURAL
30,2014,99,ALLAREA
30,2015,99,ALLAREA
30,2015,99,RURAL
30,2015,99,URBAN
30,2016,99,URBAN
30,2016,99,ALLAREA
30,2016,99,RURAL
30,2017,99,URBAN
30,2017,99,ALLAREA
30,2017,99,RURAL
30,2018,99,RURAL
30,2018,99,URBAN
30,2018,99,ALLAREA
30,2019,99,RURAL
30,2019,99,URBAN
30,2019,99,ALLAREA
31,2000,98,RURAL
31,2000,100,URBAN
31,2000,99,ALLAREA
31,2001,98,RURAL
31,2001,100,URBAN
31,2001,99,ALLAREA
31,2002,100,RURAL
31,2002,100,ALLAREA
31,2002,100,URBAN
31,2003,98,RURAL
31,2003,100,URBAN
31,2003,99,ALLAREA
31,2004,99,RURAL
31,2004,100,URBAN
31,2004,99,ALLAREA
31,2005,99,RURAL
31,2005,100,URBAN
31,2005,99,ALLAREA
31,2006,99,RURAL
31,2006,100,URBAN
31,2006,100,ALLAREA
31,2007,100,URBAN
31,2007,100,ALLAREA
31,2007,99,RURAL
31,2008,100,RURAL
31,2008,100,URBAN
31,2008,100,ALLAREA
31,2009,100,RURAL
31,2009,100,URBAN
31,2009,100,ALLAREA
31,2010,100,RURAL
31,2010,100,URBAN
31,2010,100,ALLAREA
31,2011,100,ALLAREA
31,2011,100,URBAN
31,2011,100,RURAL
31,2012,100,RURAL
31,2012,100,URBAN
31,2012,100,ALLAREA
31,2013,100,RURAL
31,2013,100,URBAN
31,2013,100,ALLAREA
31,2014,100,ALLAREA
31,2014,100,URBAN
31,2014,100,RURAL
31,2015,100,RURAL
31,2015,100,URBAN
31,2015,100,ALLAREA
31,2016,100,RURAL
31,2016,100,URBAN
31,2016,100,ALLAREA
31,2017,100,ALLAREA
31,2017,100,RURAL
31,2017,100,URBAN
31,2018,100,RURAL
31,2018,100,URBAN
31,2018,100,ALLAREA
31,2019,100,RURAL
31,2019,100,URBAN
31,2019,100,ALLAREA
32,2000,87,RURAL
32,2000,97,URBAN
32,2000,95,ALLAREA
32,2001,96,ALLAREA
32,2001,97,URBAN
32,2001,86,RURAL
32,2002,89,RURAL
32,2002,97,URBAN
32,2002,96,ALLAREA
32,2003,91,RURAL
32,2003,97,URBAN
32,2003,96,ALLAREA
32,2004,92,RURAL
32,2004,97,URBAN
